order_item_id,order_id,product_id,product_name,category,quantity,unit_price,line_total
OI2000118,ORD1000042,PROD10470,Marlow & Co Building Blocks Set,Toys & Games,2,48.16,96.32
OI2000119,ORD1000042,PROD10518,Nimbus Puzzle 1000pc,Toys & Games,2,12.53,25.06
OI2000120,ORD1000043,PROD10361,Marlow & Co Dumbbell Set,Sports & Outdoors,1,37.72,37.72
OI2000121,ORD1000043,PROD10458,Bluepeak Puzzle 1000pc,Toys & Games,1,49.59,49.59
OI2000122,ORD1000043,PROD10091,Nimbus Wool Sweater,Apparel,1,15.99,15.99
OI2000123,ORD1000044,PROD10205,Nimbus Bath Towel Set,Home & Kitchen,2,27.13,54.26
OI2000124,ORD1000044,PROD10176,Halcyon Blender,Home & Kitchen,1,34.51,34.51
OI2000125,ORD1000045,PROD10260,Marlow & Co Lip Balm Set,Beauty & Personal Care,1,18.31,18.31
OI2000126,ORD1000045,PROD10231,Aurex Sunscreen SPF50,Beauty & Personal Care,1,13.55,13.55
OI2000127,ORD1000045,PROD10256,Nimbus Nail Care Kit,Beauty & Personal Care,2,20.53,41.06
OI2000128,ORD1000046,PROD10337,Northline Resistance Bands,Sports & Outdoors,1,7.3,7.3
OI2000129,ORD1000046,PROD10440,Nimbus Children's Picture Book,Books,1,18.24,18.24
OI2000130,ORD1000047,PROD10570,Verdant Granola,Grocery,1,12.89,12.89
OI2000131,ORD1000047,PROD10407,Trueform Self-Help Guide,Books,1,23.3,23.3
OI2000132,ORD1000048,PROD10062,Kensho Noise-Cancelling Headphones,Electronics,1,15.02,15.02
OI2000133,ORD1000048,PROD10051,Verdant Smart Watch,Electronics,1,26.06,26.06
OI2000134,ORD1000049,PROD10400,Halcyon Mystery Novel,Books,1,22.17,22.17
OI2000135,ORD1000049,PROD10472,Nimbus Card Game,Toys & Games,1,25.52,25.52
OI2000136,ORD1000049,PROD10104,Northline Slim Fit Jeans,Apparel,1,16.22,16.22
OI2000137,ORD1000050,PROD10593,Halcyon Olive Oil,Grocery,1,7.72,7.72
OI2000138,ORD1000050,PROD10589,Trueform Spice Set,Grocery,1,17.09,17.09
OI2000139,ORD1000050,PROD10537,Verdant Protein Bar Case,Grocery,1,14.83,14.83
OI2000140,ORD1000050,PROD10542,Bluepeak Spice Set,Grocery,1,25.0,25.0
OI2000141,ORD1000051,PROD10466,Aurex Puzzle 1000pc,Toys & Games,1,30.16,30.16
OI2000142,ORD1000051,PROD10079,Bluepeak Leather Belt,Apparel,1,44.66,44.66
OI2000143,ORD1000051,PROD10214,Marlow & Co Coffee Maker,Home & Kitchen,1,73.93,73.93
OI2000144,ORD1000052,PROD10130,Cedar Grove Cotton T-Shirt,Apparel,1,17.77,17.77
OI2000145,ORD1000052,PROD10593,Halcyon Olive Oil,Grocery,1,7.72,7.72
OI2000146,ORD1000053,PROD10073,Halcyon Bluetooth Speaker,Electronics,1,20.95,20.95
OI2000147,ORD1000053,PROD10501,Marlow & Co Board Game,Toys & Games,1,50.0,50.0
OI2000148,ORD1000053,PROD10039,Northline Noise-Cancelling Headphones,Electronics,1,34.95,34.95
OI2000149,ORD1000054,PROD10294,Kensho Perfume,Beauty & Personal Care,1,19.53,19.53
OI2000150,ORD1000054,PROD10235,Marlow & Co Lip Balm Set,Beauty & Personal Care,1,25.71,25.71
OI2000151,ORD1000055,PROD10335,Cedar Grove Camping Tent,Sports & Outdoors,1,63.33,63.33
OI2000152,ORD1000055,PROD10497,Verdant Card Game,Toys & Games,2,23.87,47.74
OI2000153,ORD1000056,PROD10392,Northline Mystery Novel,Books,1,24.18,24.18
OI2000154,ORD1000056,PROD10229,Northline Electric Toothbrush,Beauty & Personal Care,1,8.81,8.81
OI2000155,ORD1000057,PROD10327,Aurex Yoga Mat,Sports & Outdoors,1,13.6,13.6
OI2000156,ORD1000057,PROD10242,Trueform Lip Balm Set,Beauty & Personal Care,1,28.99,28.99
OI2000157,ORD1000057,PROD10329,Trueform Jump Rope,Sports & Outdoors,1,32.62,32.62
OI2000158,ORD1000057,PROD10291,Verdant Electric Toothbrush,Beauty & Personal Care,1,38.97,38.97
OI2000159,ORD1000057,PROD10363,Kensho Foam Roller,Sports & Outdoors,1,35.29,35.29
OI2000160,ORD1000058,PROD10242,Trueform Lip Balm Set,Beauty & Personal Care,1,28.99,28.99
OI2000161,ORD1000058,PROD10565,Northline Protein Bar Case,Grocery,1,13.55,13.55
OI2000162,ORD1000058,PROD10052,Cedar Grove Smart Watch,Electronics,1,15.76,15.76
OI2000163,ORD1000059,PROD10047,Bluepeak Power Bank,Electronics,1,19.82,19.82
OI2000164,ORD1000060,PROD10353,Aurex Yoga Mat,Sports & Outdoors,1,18.26,18.26
OI2000165,ORD1000060,PROD10333,Halcyon Bike Helmet,Sports & Outdoors,1,53.35,53.35
OI2000166,ORD1000061,PROD10385,Verdant Children's Picture Book,Books,1,15.15,15.15
OI2000167,ORD1000061,PROD10560,Nimbus Olive Oil,Grocery,1,20.25,20.25
OI2000168,ORD1000061,PROD10354,Nimbus Yoga Mat,Sports & Outdoors,1,13.44,13.44
OI2000169,ORD1000061,PROD10412,Halcyon History Bestseller,Books,1,14.05,14.05
OI2000170,ORD1000061,PROD10594,Halcyon Honey Jar,Grocery,1,25.0,25.0
OI2000171,ORD1000062,PROD10141,Marlow & Co Hooded Sweatshirt,Apparel,1,60.0,60.0
OI2000172,ORD1000062,PROD10467,Northline Puzzle 1000pc,Toys & Games,1,34.39,34.39
OI2000173,ORD1000063,PROD10410,Cedar Grove Poetry Collection,Books,1,29.45,29.45
OI2000174,ORD1000063,PROD10020,Aurex 4K Monitor,Electronics,1,30.94,30.94
OI2000175,ORD1000064,PROD10550,Bluepeak Honey Jar,Grocery,1,25.0,25.0
OI2000176,ORD1000064,PROD10487,Cedar Grove Card Game,Toys & Games,2,17.86,35.72
OI2000177,ORD1000064,PROD10571,Nimbus Trail Mix,Grocery,1,11.97,11.97
OI2000178,ORD1000065,PROD10455,Kensho Puzzle 1000pc,Toys & Games,1,22.72,22.72
OI2000179,ORD1000065,PROD10495,Northline Card Game,Toys & Games,1,28.65,28.65
OI2000180,ORD1000065,PROD10509,Aurex Action Figure,Toys & Games,1,8.66,8.66
OI2000181,ORD1000066,PROD10289,Kensho Hair Dryer,Beauty & Personal Care,1,18.29,18.29
OI2000182,ORD1000066,PROD10163,Northline Throw Pillow,Home & Kitchen,1,25.45,25.45
OI2000183,ORD1000066,PROD10360,Northline Bike Helmet,Sports & Outdoors,1,23.15,23.15
OI2000184,ORD1000067,PROD10209,Verdant Non-Stick Pan,home & kitchen,1,90.0,90.0
OI2000185,ORD1000067,PROD10474,Bluepeak Craft Kit,Toys & Games,1,38.4,38.4
OI2000186,ORD1000067,PROD10164,Nimbus Throw Pillow,Home & Kitchen,1,48.73,48.73
OI2000187,ORD1000068,PROD10020,Aurex 4K Monitor,Electronics,1,30.94,30.94
OI2000188,ORD1000068,PROD10067,Halcyon Mechanical Keyboard,Electronics,2,41.89,83.78
OI2000189,ORD1000068,PROD10052,Cedar Grove Smart Watch,Electronics,1,15.76,15.76
OI2000190,ORD1000068,PROD10060,Northline 4K Monitor,Electronics,1,147.37,147.37
OI2000191,ORD1000068,PROD10014,Bluepeak Wireless Earbuds,Electronics,1,38.79,38.79
OI2000192,ORD1000069,PROD10069,Verdant Smart Watch,Electronics,4,23.71,94.84
OI2000193,ORD1000070,PROD10549,Bluepeak Sparkling Water Pack,Grocery,1,25.0,25.0
OI2000194,ORD1000070,PROD10035,Northline USB-C Hub,Electronics,1,,
OI2000195,ORD1000071,PROD10196,Verdant Bath Towel Set,Home & Kitchen,1,25.9,25.9
OI2000196,ORD1000071,PROD10523,Trueform Outdoor Playset,Toys & Games,3,30.5,91.5
OI2000197,ORD1000071,PROD10238,Verdant Hair Dryer,Beauty & Personal Care,1,,
OI2000198,ORD1000071,PROD10191,Kensho Table Lamp,Home & Kitchen,1,53.11,53.11
OI2000199,ORD1000072,PROD10129,Kensho Slim Fit Jeans,Apparel,1,20.1,20.1
OI2000200,ORD1000072,PROD10116,Aurex Cotton T-Shirt,Apparel,1,39.63,39.63
OI2000201,ORD1000073,PROD10465,Kensho Board Game,Toys & Games,1,10.65,10.65
OI2000202,ORD1000073,PROD10433,Verdant Business Strategy Book,Books,1,30.0,30.0
OI2000203,ORD1000074,PROD10158,Trueform Air Fryer,Home & Kitchen,1,17.95,17.95
OI2000204,ORD1000074,PROD10178,Northline Cutting Board,Home & Kitchen,1,30.55,30.55
OI2000205,ORD1000074,PROD10212,Nimbus Air Fryer,Home & Kitchen,2,45.38,90.76
OI2000206,ORD1000074,PROD10198,Trueform Air Fryer,Home & Kitchen,1,26.62,26.62
OI2000207,ORD1000074,PROD10200,Nimbus Bath Towel Set,Home & Kitchen,1,13.42,13.42
OI2000208,ORD1000074,PROD10167,Cedar Grove Non-Stick Pan,Home & Kitchen,1,33.02,33.02
OI2000209,ORD1000074,PROD10222,Northline Non-Stick Pan,Home & Kitchen,1,32.7,32.7
OI2000210,ORD1000075,PROD10248,Northline Body Lotion,Beauty & Personal Care,1,10.9,10.9
OI2000211,ORD1000075,PROD10245,Halcyon Sunscreen SPF50,Beauty & Personal Care,1,35.53,35.53
OI2000212,ORD1000075,PROD10255,Aurex Electric Toothbrush,Beauty & Personal Care,2,11.69,23.38
OI2000213,ORD1000075,PROD10283,Halcyon Shampoo,Beauty & Personal Care,1,39.68,39.68
OI2000214,ORD1000076,PROD10258,Marlow & Co Electric Toothbrush,Beauty & Personal Care,2,17.29,34.58
OI2000215,ORD1000076,PROD10443,Trueform Travel Guide,Books,1,27.03,27.03
OI2000216,ORD1000076,PROD10183,Northline Coffee Maker,Home & Kitchen,1,21.67,21.67
OI2000217,ORD1000077,PROD10162,Bluepeak Table Lamp,Home & Kitchen,3,64.39,193.17
OI2000218,ORD1000078,PROD10275,Verdant Lip Balm Set,Beauty & Personal Care,2,13.63,27.26
OI2000219,ORD1000078,PROD10091,Nimbus Wool Sweater,Apparel,1,15.99,15.99
OI2000220,ORD1000079,PROD10507,Nimbus Remote Control Car,Toys & Games,1,31.71,31.71
OI2000221,ORD1000080,PROD10212,Nimbus Air Fryer,Home & Kitchen,1,45.38,45.38
OI2000222,ORD1000080,PROD10366,Trueform Sleeping Bag,Sports & Outdoors,1,18.89,18.89
OI2000223,ORD1000080,PROD10204,Cedar Grove Bath Towel Set,Home & Kitchen,1,15.99,15.99
OI2000224,ORD1000080,PROD10316,Bluepeak Resistance Bands,Sports & Outdoors,1,53.06,53.06
OI2000225,ORD1000081,PROD10196,Verdant Bath Towel Set,Home & Kitchen,3,25.9,77.7
OI2000226,ORD1000081,PROD10151,Verdant Air Fryer,Home & Kitchen,1,17.95,17.95
OI2000227,ORD1000082,PROD10280,Nimbus Facial Cleanser,Beauty & Personal Care,1,20.9,20.9
OI2000228,ORD1000082,PROD10263,Bluepeak Electric Toothbrush,Beauty & Personal Care,1,40.0,40.0
OI2000229,ORD1000082,PROD10291,Verdant Electric Toothbrush,Beauty & Personal Care,1,38.97,38.97
OI2000230,ORD1000083,PROD10098,Verdant Slim Fit Jeans,Apparel,1,26.44,26.44
OI2000231,ORD1000083,PROD10426,Verdant Sci-Fi Anthology,Books,1,30.0,30.0
OI2000232,ORD1000084,PROD10008,Northline Noise-Cancelling Headphones,Electronics,1,16.67,16.67
OI2000233,ORD1000084,PROD10526,Marlow & Co Olive Oil,Grocery,2,7.68,15.36
OI2000234,ORD1000084,PROD10067,Halcyon Mechanical Keyboard,Electronics,1,41.89,41.89
OI2000235,ORD1000084,PROD10570,Verdant Granola,Grocery,1,12.89,12.89
OI2000236,ORD1000085,PROD10447,Verdant Cookbook,Books,1,30.0,30.0
OI2000237,ORD1000085,PROD10117,Cedar Grove Rain Jacket,Apparel,4,23.27,93.08
OI2000238,ORD1000086,PROD10110,Bluepeak Wool Sweater,Apparel,1,8.0,8.0
OI2000239,ORD1000086,PROD10080,Aurex Yoga Pants,Apparel,1,30.21,30.21
OI2000240,ORD1000087,PROD10069,Verdant Smart Watch,Electronics,1,23.71,23.71
OI2000241,ORD1000087,PROD10565,Northline Protein Bar Case,Grocery,1,13.55,13.55
OI2000242,ORD1000088,PROD10392,Northline Mystery Novel,Books,1,24.18,24.18
OI2000243,ORD1000088,PROD10396,Marlow & Co Self-Help Guide,Books,1,12.56,12.56
OI2000244,ORD1000089,PROD10029,Halcyon Power Bank,Electronics,1,45.53,45.53
OI2000245,ORD1000089,PROD10439,Nimbus Mystery Novel,Books,1,23.56,23.56
OI2000246,ORD1000089,PROD10246,Marlow & Co Shampoo,Beauty & Personal Care,1,16.81,16.81
OI2000247,ORD1000089,PROD10044,Kensho 4K Monitor,Electronics,1,27.82,27.82
OI2000248,ORD1000089,PROD10428,Cedar Grove Biography,Books,1,27.78,27.78
OI2000249,ORD1000090,PROD10473,Cedar Grove Remote Control Car,Toys & Games,1,39.09,39.09
OI2000250,ORD1000090,PROD10211,Bluepeak Throw Pillow,Home & Kitchen,1,9.1,9.1
OI2000251,ORD1000091,PROD10061,Verdant Noise-Cancelling Headphones,Electronics,1,43.72,43.72
OI2000252,ORD1000091,PROD10053,Cedar Grove Bluetooth Speaker,Electronics,1,15.0,15.0
OI2000253,ORD1000092,PROD10083,Trueform Wool Sweater,Apparel,1,43.88,43.88
OI2000254,ORD1000092,PROD10384,Nimbus Business Strategy Book,Books,1,24.6,24.6
OI2000255,ORD1000092,PROD10553,Aurex Trail Mix,Grocery,1,25.0,25.0
OI2000256,ORD1000093,PROD10127,Trueform Rain Jacket,Apparel,1,27.52,27.52
OI2000257,ORD1000093,PROD10092,Northline Leather Belt,Apparel,2,15.28,30.56
OI2000258,ORD1000094,PROD10085,Marlow & Co Denim Jacket,Apparel,1,,
OI2000259,ORD1000094,PROD10545,Aurex Granola,Grocery,1,11.57,11.57
OI2000260,ORD1000094,PROD10129,Kensho Slim Fit Jeans,Apparel,1,20.1,20.1
OI2000261,ORD1000094,PROD10584,Trueform Protein Bar Case,Grocery,1,18.83,18.83
OI2000262,ORD1000095,PROD10379,Bluepeak Mystery Novel,Books,1,30.0,30.0
OI2000263,ORD1000095,PROD10401,Nimbus Mystery Novel,Books,1,17.69,17.69
OI2000264,ORD1000095,PROD10424,Halcyon Poetry Collection,Books,1,19.77,19.77
OI2000265,ORD1000096,PROD10380,Marlow & Co Biography,Books,1,18.9,18.9
OI2000266,ORD1000097,PROD10390,Northline Business Strategy Book,Books,1,30.0,30.0
OI2000267,ORD1000097,PROD10041,Verdant Noise-Cancelling Headphones,Electronics,1,39.86,39.86
OI2000268,ORD1000097,PROD10373,Nimbus Foam Roller,Sports & Outdoors,1,19.76,19.76
OI2000269,ORD1000097,PROD10434,Nimbus Children's Picture Book,Books,1,11.17,11.17
OI2000270,ORD1000098,PROD10248,Northline Body Lotion,Beauty & Personal Care,1,10.9,10.9
OI2000271,ORD1000098,PROD10400,Halcyon Mystery Novel,Books,1,22.17,22.17
OI2000272,ORD1000098,PROD10282,Bluepeak Shampoo,Beauty & Personal Care,2,40.0,80.0
OI2000273,ORD1000099,PROD10014,Bluepeak Wireless Earbuds,Electronics,1,38.79,38.79
OI2000274,ORD1000099,PROD10471,Northline Action Figure,Toys & Games,2,8.7,17.4
OI2000275,ORD1000099,PROD10193,Halcyon Coffee Maker,Home & Kitchen,1,20.27,20.27
OI2000276,ORD1000100,PROD10454,Trueform Building Blocks Set,Toys & Games,1,17.35,17.35
OI2000277,ORD1000100,PROD10471,Northline Action Figure,Toys & Games,2,8.7,17.4
OI2000278,ORD1000100,PROD10514,Nimbus Educational Tablet Toy,Toys & Games,1,34.42,34.42
OI2000279,ORD1000101,PROD10158,Trueform Air Fryer,Home & Kitchen,1,17.95,17.95
OI2000280,ORD1000101,PROD10164,Nimbus Throw Pillow,Home & Kitchen,1,48.73,48.73
OI2000281,ORD1000101,PROD10223,Aurex Bath Towel Set,Home & Kitchen,2,44.34,88.68
OI2000282,ORD1000101,PROD10172,Marlow & Co Blender,Home & Kitchen,1,31.78,31.78
OI2000283,ORD1000102,PROD10315,Marlow & Co Water Bottle,Sports & Outdoors,1,14.5,14.5
OI2000284,ORD1000102,PROD10346,Kensho Yoga Mat,Sports & Outdoors,1,32.9,32.9
OI2000285,ORD1000102,PROD10347,Nimbus Dumbbell Set,SPORTS & OUTDOORS,1,90.23,90.23
OI2000286,ORD1000102,PROD10369,Kensho Foam Roller,Sports & Outdoors,1,24.76,24.76
OI2000287,ORD1000103,PROD10600,Aurex Olive Oil,Grocery,1,25.0,25.0
